candidate_intent,current_customer_message,conversation_context,historical_brand_response
customer_service_escalation,@AmazonHelp Trust me it useless to narrate my experience in the app feedback...I want a resolution... And commitment that this won't be repeated and a compensation,"Customer: @115850 order Id: 171-0365118-2187508. Stop fooling around and deliver the package, and I want compensation for your delivery agent being rude to my wife, and trust me this is not the first time this is happening..I want a resolution
AmazonHelp: @120701 Please don’t provide your order details as we consider them to be personal info. Our Twitter page is visible to public. (2/2)^BS
Customer: @AmazonHelp Trust me it useless to narrate my experience in the app feedback...I want a resolution... And commitment that this won't be repeated and a compensation",@120701 I'm sorry for the trouble. We will definitely make sure such an instance does not get repeated. Compensation policies (1/2)^GU
customer_service_escalation,"@115850 order Id: 171-0365118-2187508. Stop fooling around and deliver the package, and I want compensation for your delivery agent being rude to my wife, and trust me this is not the first time this is happening..I want a resolution","Customer: @115850 order Id: 171-0365118-2187508. Stop fooling around and deliver the package, and I want compensation for your delivery agent being rude to my wife, and trust me this is not the first time this is happening..I want a resolution",@120701 Please don’t provide your order details as we consider them to be personal info. Our Twitter page is visible to public. (2/2)^BS
refund_return,@115821 @120692 Please refer my previous tweets and I request to you to please look into the matter and refund my money https://t.co/neBgFgja9C,Customer: @115821 @120692 Please refer my previous tweets and I request to you to please look into the matter and refund my money https://t.co/neBgFgja9C,@120691 we consider it to be personal information. Our page is visible to the public. 3/3 ^AH
refund_return,@115821 @120692 Please refer my previous tweets and I request to you to please look into the matter and refund my money https://t.co/neBgFgja9C,Customer: @115821 @120692 Please refer my previous tweets and I request to you to please look into the matter and refund my money https://t.co/neBgFgja9C,"@120691 here: https://t.co/beaaDm0muc and I’ll contact you soon. Please don't provide your order details, 2/3 ^AH"
refund_return,@AmazonHelp I attached the snapshot of that,"Customer: @115821 @120692 Please refer my previous tweets and I request to you to please look into the matter and refund my money https://t.co/neBgFgja9C
AmazonHelp: @120691 here: https://t.co/beaaDm0muc and I’ll contact you soon. Please don't provide your order details, 2/3 ^AH
Customer: @AmazonHelp I attached the snapshot of that",@120691 I just checked and we've received your details. Please allow us some time and we'll reach out to you. ^KA
refund_return,@115821 @120692 Please refer my previous tweets and I request to you to please look into the matter and refund my money https://t.co/neBgFgja9C,Customer: @115821 @120692 Please refer my previous tweets and I request to you to please look into the matter and refund my money https://t.co/neBgFgja9C,"@120691 I understand your concern regarding refund, I'd like to help you with this. Kindly drop in your details 1/3 ^AH"
account_access,"@AmazonHelp OKAY, now I get ""connection timed out"", does GFW play a part here? (I'm in China). Even though, why ""wrong password""?","Customer: @115833 Alexa, I can't login to iOS app, can you help? I'm in China
AmazonHelp: @120765 Hi, sorry to hear. Are you receiving an error message? ^TP
Customer: @AmazonHelp OKAY, now I get ""connection timed out"", does GFW play a part here? (I'm in China). Even though, why ""wrong password""?","@120765 Hi. If you get in touch: https://t.co/hApLpMlfHN, we'll be happy to look into this with you. ^DC"
account_access,"@115833 Alexa, I can't login to iOS app, can you help? I'm in China","Customer: @115833 Alexa, I can't login to iOS app, can you help? I'm in China","@120765 Hi, sorry to hear. Are you receiving an error message? ^TP"
other,どうでもいいんだけど、10/17にAmazonマーケットプレイスで買ったものが届かない。注文した時点で欲しい時に間に合わなかったから、当分使う予定もないし……って暢気にかまえてたけど、10/29ってお届け予定を遙かに過ぎてもまだ来ないｗｗｗ お～いｗｗｗ,Customer: どうでもいいんだけど、10/17にAmazonマーケットプレイスで買ったものが届かない。注文した時点で欲しい時に間に合わなかったから、当分使う予定もないし……って暢気にかまえてたけど、10/29ってお届け予定を遙かに過ぎてもまだ来ないｗｗｗ お～いｗｗｗ,@120767 ご心配をおかけしております。出品者から直接発送される商品の配送状況や納期の詳細については、直接出品者にお問合せいただけます。 お問合せ方法は、こちらをご参照ください⇒ https://t.co/DBYrTLxhSC SM
account_access,"@AmazonHelp Error message telling me ""wrong password"", but I am 100% sure my password was right. This happens to everyone around me ...","Customer: @115833 Alexa, I can't login to iOS app, can you help? I'm in China
AmazonHelp: @120765 Hi, sorry to hear. Are you receiving an error message? ^TP
Customer: @AmazonHelp Error message telling me ""wrong password"", but I am 100% sure my password was right. This happens to everyone around me ...",@120765 Can you try to change your password? ^AS
customer_service_escalation,"@AmazonHelp I was supposed to receive a call back, is this how you want to be a world class company, pls sort my issue out 9051282828","Customer: @AmazonHelp I was supposed to receive a call back, is this how you want to be a world class company, pls sort my issue out 9051282828","@120769 Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ ^RW"
customer_service_escalation,"@AmazonHelp Thank you for doing the right thing and solving the problem, though i believe we could have done it on Day1 of issue, but thank you eith way","Customer: @AmazonHelp I was supposed to receive a call back, is this how you want to be a world class company, pls sort my issue out 9051282828
AmazonHelp: @120769 Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ ^RW
Customer: @AmazonHelp Thank you for doing the right thing and solving the problem, though i believe we could have done it on Day1 of issue, but thank you eith way",@120769 Thanks for keeping us posted. I'll be sure to forward your comments to our team internally. ^GK
customer_service_escalation,"@AmazonHelp I was supposed to receive a call back, is this how you want to be a world class company, pls sort my issue out 9051282828","Customer: @AmazonHelp I was supposed to receive a call back, is this how you want to be a world class company, pls sort my issue out 9051282828",@120769 We will reply you over DM. ^RW
refund_return,@AmazonHelp the above link only signs me into my account. Have already spoken with over 15 of ur cust care staff. No use. Give me ph no of senior staff.,"Customer: @115850 Customer care is not capable of solving issues regarding refund and return. Need to speak to senior manager who can solve the prob
AmazonHelp: @120770 here: https://t.co/pYHdlcj0Ot and I'll look into it right away. 2/2 ^AR
Customer: @AmazonHelp the above link only signs me into my account. Have already spoken with over 15 of ur cust care staff. No use. Give me ph no of senior staff.",@120770 I'm sorry for the hassle. Please fill your details here: https://t.co/GIJyeYqKE0 We'll look into it. ^SB
