candidate_intent,current_customer_message,historical_brand_response,conversation_context,escalation_signals
customer_service_escalation,@AmazonHelp The form I filled out said that someone would call me within 12 hours. No one has rang...,"@127751 Hi, so that would normally be within 12 business hours, we'll be in touch soon ^AS","Customer: @115830 Thank you to your logistics team for smashing our stuff and not leaving a note! Not impressed! https://t.co/ffzdpUacRx
AmazonHelp: @127751 I'm so sorry! We'd like to investigate this with you! Please leave as much info as possible here: https://t.co/Hq3OvobXTo ^TG
Customer: @AmazonHelp The form I filled out said that someone would call me within 12 hours. No one has rang...",explicit_support_request
payment_billing,"@AmazonHelp I’m planning to in a few minutes, is there a phone number associated with credit card issues? I already spoke to my credit card issuer",@127918 We can help here: https://t.co/hApLpMlfHN Our contact options will be listed after selecting your concern. ^RA,"Customer: amazon is just getting called all day today, called to switch my prime acct to student prime, now we having credit card issues over $3
AmazonHelp: @127918 I'm sorry for the frustration! Have you had a chance to reach out to us? If so, what info/resolution did we provide? ^AC
Customer: @AmazonHelp I’m planning to in a few minutes, is there a phone number associated with credit card issues? I already spoke to my credit card issuer",explicit_support_request
refund_return,@AmazonHelp I have purchase an product on 19 aug 2017 and it s been 2 month but there is refund and amazon serive is worst,@127919 We have responded to you via DM. Kindly check. ^MP,Customer: @AmazonHelp I have purchase an product on 19 aug 2017 and it s been 2 month but there is refund and amazon serive is worst,high_frustration
refund_return,@AmazonHelp If I don’t get it today can I get a refund on my one day shipping,@128306 We do not have account access here on Twitter. You can reach out here: https://t.co/hApLpMlfHN ^TR,"Customer: @AmazonHelp It says its suppose to arrive today at 8 but no updates since 1 pm yesterday and it’s suppose to come USPS
AmazonHelp: @128306 Carriers can deliver up to 8:00 PM, if it doesn't arrive please reach out to USPS by phone here: https://t.co/RE7EVdCU1F ^GR
Customer: @AmazonHelp If I don’t get it today can I get a refund on my one day shipping",explicit_support_request
refund_return,"@AmazonHelp i hav replied 2 that email. no response. talked to chat support, they telling me to get replacement from @3073","@128307 I get your concern, Harshad. Apologies for the experience. Please reply to the email sent by our team. We'll assist you. ^SV","Customer: @115850 I am disappointed with @128308 and their no response to my problem with @128308 Remote that has stopped working
AmazonHelp: @128307 I'm sorry for the inconvenience, Harshad. Please reply to the same email for further assistance and we'll look into this. ^MK
Customer: @AmazonHelp i hav replied 2 that email. no response. talked to chat support, they telling me to get replacement from @3073",explicit_support_request
other,@AmazonHelp people at +12062662992 not helpful at all.,"@128317 I'm sorry for the poor experience! When you spoke to us, what guidance was given? ^AH","Customer: @AmazonHelp really bad service in there. I never received an item and it is real hassle that you send it. It is not worth the US$8
Customer: @AmazonHelp people at +12062662992 not helpful at all.",failed_self_service
customer_service_escalation,@115850 worst customer support and escalation team. You guys will never change. Always provide wrong information to your clients.,@128476 Sorry about the inconvenience. Could you please tell us what went wrong so we can help you? ^NR,Customer: @115850 worst customer support and escalation team. You guys will never change. Always provide wrong information to your clients.,high_frustration
delivery_not_received,@115850 Order ID: 171-7504339-9867535. return is complete and refund has issued. But i haven't received any amount till now.,"@128481 Please don't provide your order details, we consider it personal info. Our Twitter page is visible to public. (3/3) ^SV",Customer: @115850 Order ID: 171-7504339-9867535. return is complete and refund has issued. But i haven't received any amount till now.,missing_delivery
delivery_not_received,@115850 Order ID: 171-7504339-9867535. return is complete and refund has issued. But i haven't received any amount till now.,@128481 This time lines depend on your bank. Have we missed the mentioned time lines ? (2/3) ^SV,Customer: @115850 Order ID: 171-7504339-9867535. return is complete and refund has issued. But i haven't received any amount till now.,missing_delivery
delivery_not_received,@115850 Order ID: 171-7504339-9867535. return is complete and refund has issued. But i haven't received any amount till now.,"@128481 I get your concern about the refund status, Rahul. Normally it takes 3 -5 business days for refund to reflect. (1/3) ^SV",Customer: @115850 Order ID: 171-7504339-9867535. return is complete and refund has issued. But i haven't received any amount till now.,missing_delivery
delivery_not_received,@115830 @AmazonHelp I have an order that says delivered yesterday by amazon shipping but it hasn’t been delivered. What can I do?,"@128483 We're here to help! Have you explored all steps to locate your parcel here: https://t.co/8i2HpyhtwC ? Let us know, please! ^JE",Customer: @115830 @AmazonHelp I have an order that says delivered yesterday by amazon shipping but it hasn’t been delivered. What can I do?,missing_delivery
delivery_not_received,"@AmazonHelp yes I have been through all of the steps. I will check with nighbours further down the street tomorrow, but no notification of delivery 1/2","@128483 Sorry for the frustration. When you have time, give us a shout here: https://t.co/JzP7hlA23B. We can assist in real-time. ^SK","Customer: @115830 @AmazonHelp I have an order that says delivered yesterday by amazon shipping but it hasn’t been delivered. What can I do?
AmazonHelp: @128483 We're here to help! Have you explored all steps to locate your parcel here: https://t.co/8i2HpyhtwC ? Let us know, please! ^JE
Customer: @AmazonHelp yes I have been through all of the steps. I will check with nighbours further down the street tomorrow, but no notification of delivery 1/2",missing_delivery
shipping_speed,Shocking delivery by @115830 - not sure @115851 would be proud of such terrible service! Cancel my Prime membership please @AmazonHelp https://t.co/ITPIGWxB4R,@128890 I'm sorry for the trouble! We'd like to take a closer look at this w/ you. Please reach out to us here: https://t.co/JzP7hlA23B ^KP,Customer: Shocking delivery by @115830 - not sure @115851 would be proud of such terrible service! Cancel my Prime membership please @AmazonHelp https://t.co/ITPIGWxB4R,high_frustration
order_change_cancel,"@115821 Sounds like it's been delivered to the wrong address... No building on my block has a ""Mail Room""","@128891 At times, a package can be mis-scanned. In most cases packages arrive within 24 hours. If not, please contact us back. ^AF","Customer: When @115821 says they left a package in your ""mail room"" but you don't have a mail room or a package outside... WTF then say wait 24hrs?
Customer: @115821 Sounds like it's been delivered to the wrong address... No building on my block has a ""Mail Room""",high_frustration
refund_return,"@AmazonHelp I wont be able to phone until tomorrow, could i still then","@128893 You certainly can! Please contact us at your convenience, we're available 24/7. ^HS","Customer: @AmazonHelp Is there any way i can get a refund ? Because i really meed this on release .
AmazonHelp: @128893 We'd like to view our options with you in real-time. Please reach out to us by phone here: https://t.co/qy3J24VGxb ^GR
Customer: @AmazonHelp I wont be able to phone until tomorrow, could i still then",explicit_support_request
delivery_not_received,@AmazonHelp Yeah it’s this https://t.co/H8nMUU538E,"@129026 Does the book appear in your library: https://t.co/GbJiMPWR8d? If so, select the book and click deliver to send to Kindle. ^MB","Customer: @AmazonHelp preordered a book on kindle in September. It says the release date was 21st Sept but it’s still not on my kindle. Can you help?
AmazonHelp: @129026 I'm sorry you haven't received the book yet! Would you be able to link us to the book you pre-ordered? ^DD
Customer: @AmazonHelp Yeah it’s this https://t.co/H8nMUU538E",missing_delivery
other,"Pretty terrible experience with @115830, ordered with prime Friday and still no package, policies over customers is their new approach :(",@129033 I'm sorry for the wait! What is the delivery date shown in Your Orders here: https://t.co/BQmcNXViiI? Has this date passed? ^SJ,"Customer: Pretty terrible experience with @115830, ordered with prime Friday and still no package, policies over customers is their new approach :(",high_frustration
